Hewlett-Packard-stock	value-weighted-index	equal-weighted-index	S&P500-index
  -0.195  -0.257  -0.235  -0.163
  -1.976  -0.072   0.473  -0.367
  -0.400  -0.567   0.190  -0.779
   0.200   0.197   0.463   0.074
  -2.327  -0.769   0.175  -1.104
   0.713  -0.201   0.322  -0.466
   2.608   2.387   0.978   3.077
   1.181   0.188   0.323   0.029
   1.264   0.291   0.410   0.324
   0.578   0.057   0.609  -0.196
   2.091   0.319   0.559   0.231
   1.586   0.287   0.532   0.260
  -0.836  -1.161   0.030  -1.575
  -1.221  -0.615   0.006  -0.703
   1.314   1.176   0.812   1.232
  -2.647  -0.258   0.129  -0.449
   3.944   2.178   0.721   2.774
  -1.297  -0.047   0.227  -0.279
   0.280   0.385   0.402   0.454
   2.572   0.303   0.434   0.339
   1.193   0.521   0.507   0.517
   1.249  -0.258   0.105  -0.367
   1.408  -0.582   0.208  -0.786
   0.087  -0.552   0.265  -0.698
  -0.438   0.621   0.480   0.776
  -1.770   0.740   0.352   0.855
  -0.627  -0.338   0.444  -0.638
  -1.722   0.644   0.355   0.854
   3.149   0.541   0.435   0.528
  -0.800   0.513   0.531   0.475
   0.179   0.706   0.452   0.791
  -0.178   0.889   0.444   1.066
  -0.717  -0.586   0.034  -0.948
  -1.267  -0.191   0.319  -0.332
  -0.732  -0.271   0.336  -0.376
   0.458   0.111   0.416   0.116
  -0.550   0.056  -0.137   0.225
  -0.275  -0.330  -0.010  -0.471
  -3.753  -1.026  -0.640  -1.090
  -1.347  -1.279  -1.226  -1.168
   2.582   1.106   0.638   1.206
   1.127   1.578   0.897   1.729
  -0.093  -0.273   0.034  -0.391
  -2.747  -1.813  -1.609  -1.855
  -1.842  -0.788  -0.192  -0.957
  -7.095  -6.733  -5.416  -7.114
   6.112   3.945   1.585   4.989
  -2.603   0.116   1.088  -0.292
  -1.533  -1.557  -1.080  -1.698
   1.533   1.169   1.089   1.204
   2.998   2.268   1.211   2.629
   1.465   0.235   0.009   0.189
   0.773   0.375   0.441   0.213
  -2.042  -0.485  -0.169  -0.503
  -2.688  -1.270  -1.320  -1.127
  -2.348  -0.495  -0.117  -0.690
  -1.562   0.056  -0.134   0.288
  -1.373  -1.950  -1.765  -1.948
   2.209   0.810  -0.058   1.174
   2.568   1.204   0.567   1.267
   1.009   1.808   0.953   1.905
  -1.009  -0.770  -0.505  -0.846
  -0.814   0.424  -0.158   0.676
   2.823   1.346   0.516   1.512
   1.186   0.276   0.175   0.428
  -2.890  -1.638  -1.306  -1.720
  -0.202   0.330  -0.233   0.437
  -1.634   0.164   0.183   0.086
   0.718   0.375   0.439   0.394
   2.623   1.722   0.186   2.007
  -1.707  -0.268  -0.372  -0.318
   2.699   0.544  -0.020   0.523
  -0.197  -0.164   0.049  -0.377
   6.873   0.976   0.486   1.093
  -1.862   0.088   0.238  -0.144
  -2.957  -0.725  -0.663  -0.673
  -1.266  -0.778  -0.988  -0.616
  -4.307  -1.574  -1.544  -1.543
  -0.205  -0.280  -0.321  -0.162
   0.512   0.637  -0.493   1.044
   3.114   0.603   0.252   0.482
   0.000  -0.108   0.356  -0.258
  -1.897  -1.031  -0.775  -1.067
  -1.115  -0.679  -0.413  -0.896
   3.135   0.586  -0.174   0.728
  -4.041  -1.149  -0.235  -1.541
  -1.140  -0.528   0.098  -0.686
   0.727   0.333   0.197   0.402
   0.928   1.605   0.215   1.789
   1.021   1.737   1.053   1.817
   1.311   0.252   1.597  -0.042
   3.447   0.246   0.982   0.470
  -0.680   0.223   0.561   0.212
   0.292  -1.028  -0.355  -1.080
   0.871  -0.348  -0.328  -0.267
   0.481  -0.828  -0.285  -0.829
  -5.014  -2.973  -2.098  -3.010
   0.302   0.708  -0.740   1.234
   2.678   1.503   1.372   1.366
  -1.379   0.635   0.664   0.609
   1.575  -0.568  -0.040  -0.756
  -0.392   1.110   1.030   1.128
   0.489   1.612   0.920   1.761
  -1.573  -0.629  -0.202  -0.802
  -1.498  -0.839  -0.430  -0.800
  -0.808  -0.501  -0.009  -0.569
  -0.203  -0.203  -0.434  -0.066
   3.003   0.975   0.217   1.253
   0.000   0.995   0.724   0.867
  -4.642   0.745   0.461   0.819
  -0.622  -0.385   0.343  -0.530
   2.667   1.865   0.744   2.118
  -2.459   0.519   0.272   0.470
   0.414   0.270   0.572   0.090
   1.944  -0.090   0.493  -0.335
   0.706   0.753   0.539   0.885
  -1.317  -0.071   0.335  -0.170
   3.309   0.803   0.660   0.815
  -1.391   0.163   0.210   0.098
  -0.200   0.345   0.125   0.404
  -0.805  -0.223   0.339  -0.396
  -0.405   0.166  -0.007   0.262
   2.405   0.796   0.183   0.905
   2.831  -0.192   0.180  -0.367
   0.000   0.375   0.159   0.575
  -0.870   0.433   0.291   0.379
  -2.856  -0.681  -0.185  -0.733
   3.244   1.140   0.652   1.190
   0.578   0.593   0.573   0.551
   3.031   0.075   0.445   0.064
  -2.647  -0.123   0.163  -0.156
  -1.156   0.367  -0.003   0.411
  -3.150  -0.390   0.087  -0.447
  -0.904  -0.999  -0.749  -1.180
  -0.607   1.793   1.190   1.975
  -2.155  -0.279  -0.244  -0.321
   2.054   1.052   0.552   1.129
  -1.433   0.490   0.462   0.396
   2.041   0.161   0.372   0.136
  -0.202  -0.057   0.399  -0.124
   0.706   0.862   0.426   0.994
  -1.213   0.101  -0.046   0.109
   1.915   0.471   0.338   0.468
   0.299   0.410   0.382   0.388
   0.000   0.599   0.342   0.860
   0.915  -0.265   0.055  -0.329
   0.394   0.836   0.475   0.918
   1.950  -0.184   0.067  -0.338
  -1.360  -0.023   0.302  -0.102
  -1.677  -0.367   0.216  -0.488
   0.497  -0.220  -0.104  -0.173
   0.395   0.769   0.686   0.747
  -1.290   0.617   0.390   0.579
   0.499   0.820   0.319   1.064
  -0.498   0.194   0.183   0.240
  -1.105  -0.247  -0.283  -0.117
  -1.835  -1.044  -0.998  -1.062
  -0.826  -0.441   0.345  -0.715
   1.340   0.768   0.741   0.816
  -0.102  -0.026   0.008  -0.088
  -0.102   0.696   0.653   0.545
   4.512   0.398   0.505   0.319
  -2.482  -0.832  -0.133  -1.001
   1.990   1.068   0.557   1.304
   1.467   0.183   0.420   0.083
   3.904   0.245   0.724   0.239
  -0.187   0.299   0.291   0.324
  -0.281  -1.077  -0.650  -0.926
  11.340  -0.960  -0.336  -1.048
  -1.860  -2.139  -1.999  -1.947
  -1.288   0.197   0.741  -0.132
   3.650   0.908   0.680   0.872
   0.499   1.451   1.017   1.555
  -1.841   0.647   0.271   0.827
   1.509   0.168   0.359   0.095
   0.250  -0.555  -0.308  -0.574
  -1.253  -0.795  -0.224  -0.967
   2.980  -0.808  -0.319  -0.889
   0.407   1.061   0.542   1.180
  -0.326  -0.196  -0.300  -0.135
   4.072   0.522  -0.127   0.824
   2.167   0.255   0.119   0.275
 -14.918  -0.161  -0.110  -0.133
  -1.252  -0.728  -0.291  -0.776
  -4.888  -0.428  -0.871  -0.262
   0.565   0.401   0.211   0.334
  -0.944   0.493  -0.244   0.856
  -1.530  -0.315  -0.179  -0.396
   1.149  -0.494  -0.362  -0.375
  -0.382  -1.494  -1.373  -1.492
   0.096  -0.378  -1.337  -0.164
  -2.417   0.593   0.738   0.490
  -2.476  -0.376   0.248  -0.619
  -1.516  -0.339  -1.080   0.015
   0.609   0.224  -0.199   0.188
  -1.736  -0.748  -0.233  -0.946
   1.635   0.955   0.254   1.112
   2.006   1.388   0.494   1.723
   1.086   0.279   0.077   0.167
  -0.196   0.240  -0.050   0.241
  -1.687  -0.712  -0.853  -0.550
  -2.946  -1.454  -1.189  -1.604
   0.206   0.098  -0.602   0.388
  -1.243  -1.966  -1.731  -2.007
  -0.942   0.997   0.603   0.977
  -1.590   1.617   0.990   1.778
  -3.147  -0.163  -0.344  -0.066
  -0.664  -0.399  -0.128  -0.518
   1.930   0.349   0.003   0.233
   3.433   1.314   0.479   1.464
   0.840   1.107   0.515   1.189
   1.247  -0.262  -0.017  -0.319
   0.207   0.307   0.165   0.346
   1.839   0.561   0.347   0.466
  -3.083  -0.135   0.533  -0.409
  -2.858   1.077   0.433   1.290
  -1.515  -0.169  -0.071  -0.186
  -0.328   0.845   0.148   0.946
   2.164  -0.141  -0.067  -0.229
   4.296   0.873   0.284   1.009
  -2.282  -0.500   0.097  -0.672
  -1.693   0.309   0.028   0.497
   2.633   0.095  -0.110   0.074
  -1.466   0.837   0.272   1.057
  -0.211  -0.071   0.263  -0.235
   0.528   0.647   0.367   0.781
   0.837   0.179   0.235   0.231
   2.776  -0.108   0.040  -0.223
  -6.278  -1.541  -0.791  -1.620
  -4.416  -0.285  -0.615  -0.085
   3.657  -2.010  -1.428  -2.112
  -0.436  -0.167  -0.291   0.092
   0.436   0.154  -0.993   0.565
  -0.327  -1.458  -1.028  -1.495
  -1.319  -0.467  -0.282  -0.446
   1.318   1.415   0.533   1.557
  -3.105  -1.843  -1.043  -1.961
  -1.590  -0.844  -1.316  -0.737
  -4.924  -3.536  -2.616  -3.691
   1.551   0.449  -0.808   0.864
  -0.594   1.016   0.985   0.755
  -1.923   0.419   1.338  -0.017
  -0.486  -0.579  -0.528  -0.581
  -2.219  -1.688  -2.293  -1.316
   3.673   1.547   1.211   1.416
  -0.967  -0.881  -0.691  -0.863
   2.398  -0.948  -0.186  -1.137
   4.630   1.489  -0.222   1.949
   3.118   1.621   0.720   1.605
  -1.994  -0.421  -0.404  -0.285
   0.224  -0.645  -0.681  -0.590
  -2.029  -1.180  -1.444  -0.960
  -1.376   0.353  -0.551   0.642
   1.490   0.251  -0.565   0.433
  -0.342  -1.083  -2.070  -0.796
  -5.514  -3.996  -3.753  -3.913
  -0.605  -1.613  -1.438  -1.493
  -5.873  -6.818  -5.595  -7.018
   3.167   3.448   1.738   3.762
   0.000   0.053   1.179  -0.379
  -0.249  -1.039  -1.213  -0.833
   0.871  -0.681   0.174  -0.856
   4.246   4.709   2.729   4.965
   0.119  -1.758  -1.204  -1.700
  -7.256  -2.483  -1.897  -2.619
   2.020   2.572   1.532   2.902
   1.612   1.984   1.124   2.026
   1.828   0.693   0.262   0.770
   0.000   0.861   0.918   0.749
  -2.445  -2.379  -1.191  -2.578
   1.108   0.426   0.985   0.120
   1.887   0.213  -0.361   0.372
  -2.316   0.751   0.902   0.559
   5.750   3.187   1.897   3.480
  -0.584  -1.996  -0.656  -2.216
   1.511   0.080   0.026   0.195
   1.375   0.358   0.155   0.376
   0.793  -0.152  -0.370   0.031
  -4.502  -2.572  -0.561  -3.095
  -5.459  -3.321  -2.849  -3.061
  -0.751   1.330   0.234   1.630
  -1.137  -1.963  -2.852  -1.410
   1.388  -0.501  -0.952  -0.403
  -0.755  -1.718  -2.734  -1.423
  -0.633  -1.741  -3.782  -1.165
   0.759   2.591   2.302   2.567
   4.560   1.657   1.865   1.344
  -0.604  -0.625  -0.792  -0.292
  -3.578   1.339   0.781   1.073
   4.303   3.982   2.530   4.089
   3.894   1.052   1.599   0.848
   0.116   0.832   1.812   0.563
   1.719   0.328   1.617   0.145
   3.681   0.551   0.902   0.561
   1.305   0.863   1.420   0.797
   0.216  -0.605   0.868  -0.727
  -0.432   0.450   1.227   0.154
  -0.217  -0.434   0.464  -0.653
   1.509   0.262   0.353   0.258
   2.326   1.544   1.203   1.656
   0.728   1.255   1.450   1.166
   0.620   1.419   1.849   1.170
  -1.245  -0.088   0.490  -0.068
   5.087   0.896   1.297   0.703
  -0.398   1.216   0.902   1.333
   0.794   0.663   1.077   0.645
  -0.595  -0.824  -0.091  -0.952
   1.382  -0.164  -0.205  -0.172
   2.899  -0.647  -0.116  -0.648
  -0.765  -0.265   0.099  -0.250
   0.192   0.526   0.296   0.673
   1.332   0.740   0.213   0.897
  -9.616   0.316  -0.147   0.305
  -0.417   0.506   0.306   0.452
  -1.262   0.708   0.513   0.707
  -2.139   0.837   0.537   0.945
   6.387   1.958   0.520   2.097
   2.206  -0.470  -0.299  -0.440
  -0.597   0.393   0.772   0.327
  -0.701   0.564   1.115   0.456
   0.601  -2.275  -0.750  -2.433
  -0.601   0.810  -0.135   0.996
   1.892  -0.251  -0.103  -0.344
  -1.892  -1.569  -0.651  -1.818
   2.286   1.959   0.631   2.287
   1.560   0.879   0.246   0.927
   2.484  -0.406  -0.356  -0.533
  -0.283   0.139   0.141   0.179
  -3.465  -1.523  -0.607  -1.573
   2.515  -0.053  -0.262   0.124
  -3.006  -2.072  -1.482  -2.190
   3.672   1.608   0.254   1.877
  -1.626  -0.041   0.033  -0.077
   1.150   1.462   0.519   1.541
   0.380   0.665   0.473   0.680
   0.621   1.338   0.089   1.239
   0.000   0.004  -0.282   0.061
   2.615   1.906   0.773   2.054
   0.092  -0.024   0.670  -0.185
   1.825   0.166  -0.064  -0.064
  -1.274   1.131   0.831   1.323
   2.443  -0.500   0.547  -0.799
  -2.351   0.498   2.525  -0.219
   0.911  -0.093   1.109  -0.092
   1.082   1.172   0.922   1.349
   2.742   2.083   1.395   2.190
   1.730  -0.078   0.340  -0.205
   0.257   0.461   0.923   0.421
  -1.465  -0.501   0.591  -0.883
  -2.194  -1.842  -0.599  -1.947
   1.497  -0.571  -0.683  -0.413
  -1.853  -1.596  -0.096  -1.815
   0.444   2.269   1.476   2.531
  -1.428   0.758   0.778   0.701
   3.186   0.240   0.150   0.368
  -2.202  -1.745  -0.562  -1.723
  -0.804  -0.645  -0.116  -0.810
   2.482   0.664   0.153   0.714
   1.736   1.375   0.483   1.474
  -0.345  -0.707  -0.534  -0.733
   2.052   1.588   0.319   1.770
   5.913   0.927   0.771   1.122
   4.445  -0.354  -0.194  -0.520
  -6.134  -0.871  -0.530  -0.869
   1.848   0.899   0.734   0.796
  -4.062  -1.841  -0.206  -1.871
  -4.668  -0.884  -0.346  -0.731
  -0.087   0.206   0.110   0.352
  -1.754  -2.259  -1.225  -2.246
   2.448   0.299  -0.490   0.607
   3.895   2.402   0.917   2.461
   1.566  -1.874  -0.789  -1.925
  -8.086   0.614  -0.334   0.949
  -3.427  -1.383  -1.218  -1.447
  -0.275   0.947   0.091   1.076
   0.550   0.237   0.311   0.157
   7.828   2.347   0.648   2.622
  -1.020   0.071  -0.084  -0.075
  -3.302  -1.236  -0.403  -1.408
   0.616  -0.711  -0.281  -0.671
  -6.906  -0.484   0.060  -0.538
  -0.851  -0.032  -0.026  -0.175
   4.090  -0.649  -0.236  -0.866
   0.273  -0.027  -0.489   0.180
  -2.018   1.334   0.316   1.531
   1.014   2.026   0.573   2.287
   2.537   0.644   0.157   0.567
  -3.181  -0.219  -0.289  -0.225
   1.375   0.562   0.642   0.546
   0.273   0.745   0.262   0.838
   0.272  -0.312  -0.063  -0.238
   3.647   0.911   0.100   0.974
   1.560  -0.113  -0.197  -0.067
   0.686  -0.501   0.056  -0.657
   1.104   1.219   0.369   1.433
  -4.315  -1.241  -0.441  -1.320
  -2.450  -0.279  -0.285  -0.175
  -2.662  -2.632  -1.399  -2.725
   0.186   0.502   0.190   0.510
   0.463   1.761   1.096   1.673
   1.559  -0.466   0.287  -0.559
   1.356   1.919   0.715   2.112
  -0.902  -0.636  -0.355  -0.722
  -1.736  -0.804  -0.208  -1.112
   0.092   0.560   0.172   0.569
   5.116   1.822   0.113   2.096
  -2.033  -0.207  -0.439  -0.244
  -0.358   0.431  -0.007   0.681
   2.215   1.290   0.526   1.280
  -2.394   0.459   0.889   0.324
  -1.811   0.882   0.542   0.760
   3.503  -0.292   0.891  -0.651
   0.265  -1.363   0.608  -1.597
  -0.353  -0.335   0.659  -0.421
  -0.531  -0.139   1.153  -0.292
   1.411  -2.353  -0.533  -2.263
   0.000   1.297   0.173   1.286
   5.121   2.418   1.384   2.267
   1.977   1.330   0.606   1.685
   0.651   0.094   0.702  -0.145
   3.033   0.424   0.463   0.235
   0.783   0.110   0.531   0.203
  -1.019  -0.793   0.508  -0.876
  -1.189  -0.451   0.346  -0.600
   0.636  -0.454   0.207  -0.572
   1.338   1.173   0.633   1.446
  -0.549  -1.426  -0.191  -1.685
   0.939   1.001   0.087   1.142
  -3.729  -1.096   0.234  -1.139
   3.339   0.859   0.448   0.967
   0.546   0.007   0.605  -0.350
   0.233   1.159   0.642   1.136
   3.282   0.620   0.559   0.617
   4.406   0.275   0.661   0.261
  -3.286  -2.136  -0.620  -2.200
   5.277   0.131  -0.223   0.126
   7.852  -0.333   0.144  -0.462
  -2.305   0.858   0.524   0.815
   0.200  -0.333   0.730  -0.403
  -0.133  -0.543   0.411  -0.640
  -4.216  -1.905  -1.024  -1.793
  -0.558  -1.744  -0.944  -1.718
   4.372   1.323  -0.002   1.573
  -0.940  -1.408  -0.359  -1.806
   1.806   1.482   0.949   1.581
  -4.542  -0.730  -0.224  -0.584
  -0.417   0.128  -0.369   0.042
   1.863   0.200   0.215   0.364
  -1.030   1.936   0.678   2.148
   3.794   0.719   0.706   0.509
  -3.726  -1.197  -0.331  -1.296
   2.319   0.205   0.255   0.099
   0.336  -1.124  -0.239  -1.207
  -5.101  -0.733  -0.145  -0.707
  -2.870  -0.431  -0.790   0.028
   0.653   0.496  -0.148   0.551
   4.869   2.177   0.865   2.223
  -1.597   0.717   0.548   0.710
   2.897   0.255   0.498   0.219
   2.255   0.580   0.457   0.458
  -0.802  -0.895  -0.216  -0.978
  -0.201  -0.150  -0.041  -0.211
  -2.244  -1.261  -0.258  -1.304
   1.908  -0.031   0.241  -0.036
   5.001   1.169   0.637   1.212
   0.000   1.427   0.760   1.499
   3.159   1.575   1.338   1.561
   1.482   0.567   0.305   0.599
  -0.245   0.726   0.786   0.740
  -1.360  -0.043   0.318  -0.223
  -1.065   0.232  -0.023   0.556
   6.340   0.002   0.266  -0.103
   0.824   0.566   0.648   0.633
   0.409  -0.207   0.255  -0.298
   2.021  -0.392  -0.045  -0.397
  -0.803   0.478   0.579   0.330
   4.121   0.829   0.682   0.816
   0.881   0.452   0.242   0.648
   1.955  -0.768  -0.142  -0.787
  -4.960  -2.165  -1.125  -2.194
   1.736   0.262   0.292   0.159
  -6.717  -1.303  -0.465  -1.337
   2.347  -0.315  -0.342  -0.296
  -1.933  -0.953  -1.045  -0.679
   3.315   1.128   0.361   1.113
   0.627   0.208   0.104   0.188
  -3.177  -1.744  -0.774  -1.801
  -1.717  -0.694   0.392  -0.922
   0.060  -0.202  -0.448  -0.050
   3.517  -0.685  -1.058  -0.443
   1.600  -1.392  -1.220  -1.282
   3.344   0.570  -0.352   0.640
  -2.667  -0.980  -0.191  -1.027
  -3.029  -0.326  -0.367  -0.191
  -0.933  -1.138  -1.105  -1.269
   2.488   1.608   0.851   1.587
  -5.944  -0.125   0.307  -0.290
   2.810   2.154   0.916   2.249
   3.931   0.252   0.081   0.233
  -5.356   0.954   0.444   1.001
  -2.054  -0.732  -0.112  -0.846
  -0.122  -0.729  -0.059  -0.696
   2.535   0.874   0.544   0.979
   0.119   1.687   0.439   1.751
   1.360   0.174  -0.188   0.241
  -1.300   1.147   0.288   1.332
  -2.347  -1.181  -0.150  -1.441
   1.930  -0.936  -0.128  -1.014
  -1.747  -1.737  -0.777  -1.815
   2.461  -0.158   0.070  -0.273
  -0.357   0.741   0.429   0.804
  -0.060  -0.866  -0.381  -0.903
   4.341   2.726   1.249   2.850
  -0.314  -0.271   0.138  -0.501
   0.514  -0.523  -0.208  -0.468
   3.687   0.353   0.544   0.261
  -1.492   0.435   0.671   0.297
  -1.233  -0.605  -0.151  -0.559
  -0.056  -0.512  -0.278  -0.585
  -2.109  -1.238  -0.183  -1.380
  -4.296  -0.186  -0.646   0.039
  -3.053   1.213   0.602   1.277
   3.327   0.005  -0.258   0.008
  -4.610  -1.910  -0.996  -2.115
  -0.694   0.279   0.178   0.224
  -4.468  -2.253  -1.123  -2.324
   2.356  -0.227  -0.492  -0.238
  -0.518   0.469   0.475   0.465
  -0.980  -0.205  -0.623  -0.087
  -6.441  -0.702  -0.155  -1.085
   1.667   0.931   0.560   1.125
  -3.790  -0.158  -0.021   0.008
  -4.836   1.669   0.418   1.685
   0.449  -0.105  -0.274  -0.249
   6.370   1.742   0.454   1.831
  -1.555  -0.441  -0.008  -0.587
  -0.357   1.060   0.309   1.385
   0.854   0.216   0.259  -0.061
  -4.939  -1.677  -0.643  -1.674
  -0.822  -2.024  -0.969  -2.116
  -1.513  -0.088  -0.112  -0.166
   0.911  -2.585  -1.357  -2.846
  -5.591   0.061  -0.920   0.538
  -5.923   0.753   0.439   0.571
   3.743   1.827   0.651   2.205
  -2.062  -0.142  -0.358  -0.452
   1.160   1.353   0.820   1.395
   0.328  -0.400  -0.187  -0.618
   0.655  -0.840  -0.051  -0.910
 -13.423   0.836   0.187   1.148
   6.150   3.215   1.012   3.466
   4.040   1.678   1.010   1.514
   0.588  -0.411   0.256  -0.648
  -3.235  -0.314   0.474  -0.472
   1.545   0.684   0.895   0.532
   4.415   0.678   0.459   0.567
   1.215   0.725   0.473   0.555
   2.229   0.528   0.574   0.494
  -2.149  -0.723   0.223  -0.856
  -4.863   0.561   0.594   0.597
  -0.253   0.460   0.379   0.580
   3.821   1.036   0.663   1.051
  -2.726   0.064   0.857  -0.120
   1.990   1.745   0.979   1.825
   2.433  -0.595   0.168  -0.661
  18.990   1.093   0.971   1.004
  -1.133  -0.104   0.224  -0.206
   0.535  -0.030   0.159  -0.075
   0.133  -1.231  -0.768  -1.154
   3.660   0.859   0.564   0.882
  -2.075   0.229   1.056  -0.032
   0.653  -0.690  -0.081  -0.622
  -1.179  -1.297  -0.063  -1.353
   1.698   0.536   0.212   0.632
   3.375   1.065   0.670   0.807
   6.954   1.588   0.501   1.707
  -3.568  -0.383  -0.025  -0.698
   2.923  -0.479   0.047  -1.000
   3.239  -0.135   0.408  -0.376
   0.624   0.193  -0.076   0.301
  -1.366   0.592   0.787   0.632
  -2.909   0.081   0.491  -0.128
  -2.389  -1.202  -0.703  -0.855
  -2.201   0.569  -0.125   0.720
   5.296   0.617   0.495   0.385
  -1.298   0.245   0.299   0.159
  -0.801  -0.053  -0.136  -0.207
   4.226   1.464   0.527   1.076
  -1.681   0.354   0.235   0.188
   5.182   1.358   0.980   1.535
  -3.732  -0.015  -0.219  -0.085
   2.559   0.154   0.434   0.038
   2.056   0.623   1.413   0.397
   1.420   0.085   0.514   0.069
  -1.311   0.573   1.645   0.325
