Hewlett-Packard-stock	value-weighted-index	equal-weighted-index	S&P500-index
  -0.823   0.444   0.191   0.443
   0.000  -0.013   0.160  -0.132
  -0.829   0.757   0.361   0.897
   0.416  -0.013  -0.069  -0.146
   2.864   0.588   0.204   0.584
   3.953   0.314   0.320   0.203
   0.000   0.061   0.189  -0.073
  -0.778   0.702   0.733   0.569
   1.165   1.493   0.586   1.826
   1.913   0.506   0.455   0.399
  -0.761  -0.438  -0.158  -0.496
   1.890   0.845   0.422   0.989
  -1.509  -0.282   0.278  -0.478
   1.135   0.189  -0.095   0.303
   5.129   0.085   0.158  -0.020
  -2.166   0.117   0.077   0.161
   2.166   1.088   0.738   1.209
   0.356   0.205   0.513   0.055
  -2.523  -0.487  -0.277  -0.583
   0.364   0.129   0.126   0.160
   3.221   0.809   0.483   0.928
   1.050   0.027   0.369  -0.183
  -1.050  -0.741  -0.492  -0.850
  -0.353   0.222   0.030   0.200
   3.130   1.465   0.936   1.664
  -0.687  -0.048   0.304  -0.171
  -0.692  -0.473  -0.313  -0.438
   2.402   0.507  -0.022   0.619
   1.681   0.065  -0.271   0.069
   0.332   0.843   0.293   0.935
   0.146   0.294   0.342   0.204
   0.992   1.358   0.841   1.541
   0.328   0.763   0.292   0.986
  -5.389  -0.571  -0.596  -0.648
   1.033  -0.393  -0.275  -0.400
   0.341   0.058   0.096   0.100
  -0.685   0.407   0.483   0.437
  -0.345  -0.954  -0.379  -1.130
  -1.389  -0.517  -0.127  -0.688
   1.044   0.223   0.295   0.246
   1.033   0.876   0.628   0.940
   1.698   0.418   0.171   0.509
  -1.015   0.349   1.064   0.285
  -0.682  -0.592   0.532  -0.803
   1.022   0.568   0.629   0.613
   0.338  -0.011   0.187  -0.109
   2.667   1.372   1.098   1.484
  -2.667  -2.103  -0.549  -2.765
  -1.360  -1.131  -1.222  -0.898
  -1.032   0.008   0.365  -0.073
   1.715   0.277   0.250   0.368
   0.678   0.037   0.475  -0.039
   3.649   0.814   0.711   0.781
   2.890   0.467   0.521   0.436
  -0.317  -0.173   0.354  -0.355
   0.316  -0.374  -0.116  -0.433
   2.500  -0.701  -0.343  -0.842
  -2.817  -0.963  -0.450  -1.124
  -2.573   0.269   0.169   0.372
   0.649   0.964   0.652   1.061
   2.871   0.435   0.207   0.464
  -1.266   0.963   0.325   1.160
   0.635   0.241  -0.033   0.229
  -1.917  -0.308   0.089  -0.458
   1.600   0.940   0.567   1.163
   1.575   0.875   0.321   1.024
   0.000  -0.311  -0.329  -0.549
   1.242   0.086  -0.089   0.080
   1.835   0.326   0.397   0.239
   2.099   0.523   0.483   0.510
   2.636   0.654   0.428   0.780
   0.576   0.024   0.144  -0.148
  -1.156   0.171   0.296   0.023
   0.000   0.549   0.434   0.660
   0.291   0.876   0.583   1.080
   3.138   1.088   0.521   1.217
  -2.561  -0.875  -0.157  -1.216
   0.574   0.838   0.347   1.113
   0.856   1.007   0.716   1.074
  -2.009  -0.082   0.115  -0.125
  -2.644  -0.155   0.072  -0.245
  -0.597   0.139   0.343   0.112
   3.818   1.110   0.747   1.212
   1.146   0.199   0.561   0.066
  -2.014  -0.362   0.086  -0.663
  -1.170  -0.109   0.443  -0.462
  -2.985  -0.162  -0.229  -0.018
   0.905   0.452   0.596   0.351
   0.897   0.172   0.319   0.195
  -0.298   0.434   0.326   0.447
   3.519   1.871   0.866   2.230
   2.561   0.499   0.608   0.366
  -2.147   0.215   0.116   0.280
   1.709   1.025   0.495   1.431
  -0.567  -0.714  -0.430  -0.798
   0.284   0.497   0.340   0.472
  -2.292  -0.138   0.036  -0.076
  -0.290   0.423   0.412   0.398
  -2.353  -0.729   0.391  -1.362
   0.000   0.329  -0.360   0.849
  -0.597  -0.242  -0.315  -0.259
   3.240   0.978   0.445   1.093
   1.152   0.714   0.547   0.702
   0.856   0.081   0.096  -0.029
  -3.763  -1.185  -0.640  -1.587
   0.295   0.132   0.000   0.242
   0.000  -0.968  -0.036  -1.385
  -5.439  -1.406  -0.361  -1.639
   3.958  -0.267  -0.498  -0.026
   1.187   1.855   0.837   2.116
  -1.486   0.236   0.288   0.098
   0.894   0.970   0.603   1.144
  -2.707  -0.054   0.323  -0.199
   1.812   0.538   0.431   0.553
   0.894   0.166   0.078   0.190
   0.886   1.705   0.846   1.871
  -1.781   0.328   0.549   0.333
   1.780  -0.071   0.331  -0.267
   4.317   0.757   0.317   0.969
   0.841  -0.781  -0.162  -0.953
   1.387  -0.403  -0.195  -0.276
   3.784   0.214   0.447   0.112
   0.793   0.031   0.237   0.112
   0.786   0.196  -0.094   0.325
  -3.453  -0.930  -0.442  -1.063
  -2.186  -1.858  -0.956  -2.097
  -3.944  -0.168  -0.173  -0.153
   0.858  -0.022   0.273  -0.157
   2.809   1.122   0.517   1.244
  -2.241  -0.088   0.122  -0.206
   2.241  -0.398  -0.140  -0.490
   0.277   0.520   0.500   0.444
   0.000   0.326   0.589   0.304
  -1.671  -0.126  -0.087  -0.114
  -1.130  -0.358  -0.207  -0.493
   0.566   0.378   0.138   0.477
  -2.575  -1.048  -0.373  -1.318
   0.290  -0.541  -0.198  -0.715
   1.435   0.094  -0.117   0.189
   0.851   1.009   0.239   1.240
  -2.286  -0.152   0.117  -0.280
   2.568   1.587   0.741   1.964
   0.000   0.555   0.581   0.511
   3.597   1.267   0.436   1.399
   0.272   0.682   0.382   0.765
   1.613   0.421   0.181   0.546
  -1.342  -0.090   0.268  -0.254
  -3.018  -0.753  -0.232  -0.938
   0.000   0.119   0.140   0.192
  -2.253  -0.466  -0.063  -0.641
  -1.435   0.439   0.237   0.699
  -0.580   0.034   0.196   0.008
  -2.353  -1.962  -1.014  -2.351
   1.770  -0.207  -0.166  -0.158
   0.000   0.633   0.413   0.645
  -1.046   0.197   0.303   0.149
   2.050   1.436   0.789   1.741
   0.866   0.018  -0.158   0.163
  -4.106  -0.545  -0.301  -0.726
   0.299   0.072  -0.303   0.262
  -0.599  -0.153   0.052  -0.381
   3.250   0.753  -0.038   1.432
  -1.170  -0.483  -0.254  -0.941
   0.586   0.779   0.337   0.719
  -1.177   0.709   0.368   0.766
  -0.594  -0.034   0.104  -0.076
  -1.197   0.315   0.275   0.345
  -1.212   0.540   0.307   0.496
  -0.919   0.459   0.264   0.477
   3.922   0.347   0.232   0.262
  -1.190  -0.190   0.170  -0.361
  -1.812  -2.881  -1.820  -3.122
   1.213  -1.487  -1.911  -1.013
  -0.301   0.671   0.414   0.508
   0.000   0.020  -0.020   0.078
  -3.068  -0.081   0.227  -0.326
  -5.112  -1.616  -1.195  -1.712
  -5.735  -1.663  -1.286  -1.887
   1.037   0.395   0.137   0.576
   3.046   0.446   0.262   0.450
   0.995   0.068  -0.162   0.123
   2.284  -0.141  -0.350  -0.051
   0.322   0.725  -0.011   0.818
  -0.323   0.130  -0.054   0.206
   0.643  -0.271  -0.408  -0.302
   0.000   0.745   0.273   0.949
  -1.616  -1.591  -0.975  -1.769
  -2.306  -0.647  -0.687  -0.621
   4.561   0.504  -0.450   0.866
   0.317  -0.098   0.003  -0.199
  -3.884  -0.393  -0.102  -0.513
   1.961   0.134  -0.693   0.459
   1.286   0.384   0.397   0.440
   1.899  -0.129  -0.135  -0.080
  -0.944   0.261   0.163   0.084
  -0.635   0.042   0.144  -0.067
   2.205   1.470   0.666   1.591
   2.461   1.060   0.503   1.099
   2.403   0.912   0.534   0.953
  -0.297   0.396   0.413   0.236
  -2.410   0.270   0.265   0.364
  -1.846   0.073  -0.091   0.093
   4.553  -0.241  -0.224  -0.353
   2.056   1.082   0.333   1.313
   0.291  -0.008   0.044  -0.040
   1.152   0.154   0.151   0.208
  -2.613  -0.753  -0.399  -0.956
   3.468   1.521   0.299   2.010
   1.130   0.186   0.145   0.182
   1.118  -0.061   0.069  -0.182
   3.279   0.073   0.325   0.036
  -1.081  -1.344  -0.420  -1.759
   0.542   0.297  -0.235   0.626
   3.974   1.283   0.701   1.489
  -0.520  -1.172  -0.279  -1.333
   2.577  -1.085  -0.846  -0.934
  -4.156  -0.271  -0.464  -0.189
   0.793  -0.427  -0.525  -0.246
  -4.302  -4.448  -2.959  -4.928
  -1.942  -1.796  -1.255  -1.937
   0.280   0.289  -0.188   0.549
   0.000  -0.189  -0.443  -0.095
   2.210   0.309   0.448  -0.017
  -0.153   0.173   0.137   0.272
  -0.550  -0.018   0.255  -0.043
  -1.387   1.048   0.538   1.164
  -1.407   0.487   0.344   0.315
  -1.426   0.387   0.317   0.259
  -9.330  -1.516  -0.639  -1.901
  -4.516   0.066   0.131   0.173
  -2.000  -0.959  -0.797  -1.004
   3.637   0.665   0.468   0.611
   0.969   0.812   0.454   0.981
  -0.970   0.172   0.122   0.137
  -0.326  -0.059  -0.035  -0.090
   1.295   0.337   0.028   0.457
  -2.937  -0.152  -0.123  -0.158
   1.316   0.757   0.200   0.963
  -2.649  -0.236   0.087  -0.352
   1.333  -0.072   0.010  -0.157
   1.642   0.133   0.070   0.183
   0.325  -0.236  -0.200  -0.229
   0.000   1.193   0.515   1.446
  -0.979   0.295   0.125   0.306
  -1.320  -0.256  -0.007  -0.288
  -1.002  -0.946  -0.390  -1.209
   1.333  -0.026   0.000  -0.038
  -0.664   0.141   0.086   0.161
   3.922   1.069   0.439   1.270
  -0.967  -0.244   0.173  -0.427
   1.286   0.203  -0.039   0.214
  -0.963   0.222   0.154   0.205
   1.282   0.601   0.337   0.700
   0.317   1.011   0.528   1.143
  -0.957   0.102   0.347   0.111
   2.844   0.603   0.077   0.743
   2.765   0.219   0.194   0.163
   1.802   0.262   0.164   0.154
  -1.802  -0.214  -0.084  -0.288
   0.000  -0.008   0.210  -0.041
   0.604   0.086  -0.062   0.146
  -0.301   0.321   0.217   0.385
  -0.606  -0.163   0.003  -0.178
  -0.916  -1.235  -0.400  -1.479
   2.124   0.443   0.165   0.607
   1.491  -0.554  -0.480  -0.529
  -2.395  -2.212  -1.148  -2.680
  -1.527  -0.043  -0.545   0.371
   2.731   1.543   0.645   1.830
   2.950   1.265   0.424   1.562
   2.582   0.547  -0.024   0.645
   0.846   0.266   0.006   0.291
   0.000   0.147   0.090   0.242
  -2.273   0.224   0.401   0.181
   2.273  -0.148  -0.577  -0.068
   2.222   1.687   0.540   1.968
  -2.223   0.110   0.129  -0.059
  -0.847  -0.149   0.064  -0.320
  -1.139  -0.629  -0.087  -0.742
   1.139  -0.094  -0.454  -0.004
  -1.715  -0.659  -0.564  -0.752
   1.146   0.524  -0.021   0.672
  -0.859  -0.913  -0.362  -1.118
  -2.326  -0.388  -0.332  -0.331
   2.326   0.106  -0.462   0.347
   0.573   0.619  -0.130   0.734
  -0.160  -0.804  -0.327  -0.997
  -1.153  -0.337  -0.161  -0.315
   1.439   0.861   0.373   1.188
  -0.861  -0.315  -0.452  -0.393
   0.288  -0.952  -0.615  -0.974
  -0.577   0.351   0.481   0.166
  -0.580   0.132   0.222   0.069
  -0.291  -0.860  -0.523  -0.915
  -1.764  -0.512  -0.294  -0.532
  -0.595  -0.319   0.823  -0.494
   1.187   1.767   1.695   1.752
   2.044   2.415   1.736   2.302
  -0.289   0.444   0.875   0.234
   2.576   1.141   1.297   1.004
   1.958   0.838   1.070   0.761
   2.732   0.614   0.949   0.562
   2.922   0.755   1.024   0.605
  -1.583  -0.049   0.473  -0.134
   4.167   0.944   0.834   1.030
  -0.255   0.880   0.655   1.079
   2.276  -0.038  -0.270   0.298
   7.696   0.971   0.346   1.142
  -4.256  -0.082  -0.032  -0.111
   1.201  -0.483  -0.377  -0.447
   1.891   1.842   0.623   2.241
  -7.285  -1.085  -0.284  -1.401
  -1.523  -0.349  -0.571  -0.181
   0.256   1.308   0.514   1.524
   3.756   0.555   0.320   0.601
   0.000  -0.334   0.133  -0.422
  -1.485   0.005   0.360  -0.058
   2.219   0.997   0.776   0.861
   1.693   0.006   0.420  -0.166
   2.135   1.270   1.003   1.314
   1.630   0.738   0.712   0.543
  -0.695  -0.169   0.481  -0.399
  -0.934  -0.597   0.021  -0.673
  -1.896  -0.973  -0.349  -1.117
   1.661   0.873   0.796   0.894
   0.704  -0.436   0.316  -0.694
   5.012   1.234   0.651   1.469
   4.348   1.650   0.868   2.049
  -3.463  -0.004  -0.002  -0.025
  -6.131   0.112   0.213   0.053
  -3.091  -0.006   0.310  -0.032
   1.201  -0.854  -0.328  -1.092
   0.476   0.207   0.295   0.177
   2.810   0.422   0.453   0.395
   1.604  -0.189   0.281  -0.367
  -0.227   0.389   0.564   0.437
  -1.608  -0.206   0.065  -0.423
  -1.164   0.256   0.089   0.395
   3.453   1.281   0.624   1.572
   0.451   0.633   0.377   0.656
  -2.278   0.028   0.301   0.048
   1.600  -0.653  -0.270  -0.815
   0.678   0.785   0.467   0.884
  -2.048  -0.036   0.361  -0.189
   1.822   0.324   0.458   0.313
   3.548  -0.327   0.306  -0.458
  -1.095  -0.565  -0.183  -0.575
   4.522   1.230   0.561   1.460
  -1.698   0.133   0.200   0.106
   3.253   0.422   0.297   0.443
   1.646   1.061   0.508   1.381
  -1.025   0.648   0.002   0.998
  -2.929   0.131   0.082   0.159
  -0.426  -0.239   0.052  -0.419
  -0.642   0.190   0.320   0.183
  -1.732  -1.246  -0.059  -1.608
  -1.762  -2.263  -1.543  -2.368
   1.105   0.698   0.501   0.860
   0.220   0.104  -0.304   0.237
  -1.994   0.452   0.648   0.423
   4.591   1.923   1.084   2.283
  -1.074   0.419   0.180   0.512
  -2.184  -1.346  -0.430  -1.757
  -1.110   0.079   0.041   0.192
  -2.257  -1.317  -0.512  -1.491
   0.228  -0.243  -0.011  -0.126
  -3.477  -2.019  -1.114  -2.377
   0.236  -2.499  -2.034  -2.288
   0.704   1.568   0.528   1.873
   2.309   0.974   0.731   0.864
   0.909  -0.306  -0.146  -0.286
   3.991   1.684   0.006   2.411
  -4.672  -1.402  -0.099  -2.026
  -1.608  -0.220  -0.126  -0.129
  -1.869  -1.600  -0.618  -1.865
   3.020  -0.211  -0.635   0.110
   3.596   0.457   0.360   0.241
   0.221   0.673   0.338   0.726
  -1.331   1.107   0.559   1.323
   1.330  -0.103   0.091  -0.114
   3.037   0.329  -0.056   0.461
   5.811   1.752   0.611   2.046
  -3.071   0.110   0.151   0.044
   0.415  -0.092   0.186  -0.257
   1.642  -0.270   0.235  -0.456
  -2.684  -0.382   0.048  -0.616
   2.887   0.258  -0.224   0.591
   2.806   0.220   0.172   0.232
   1.569   0.048   0.174   0.088
  -2.762  -1.901  -0.542  -2.341
   2.176  -0.629  -0.861  -0.271
  -2.376  -2.020  -0.859  -2.483
  -0.603  -0.562  -0.563  -0.505
   0.603   0.642   0.436   0.703
   0.997   0.421   0.083   0.707
   2.160   2.088   0.565   2.433
  -0.194   0.057   0.085  -0.131
   0.582   0.552   0.231   0.701
   0.771  -0.010   0.505  -0.227
   1.524  -0.032  -0.027  -0.093
  -3.267  -0.411  -0.135  -0.474
  -2.974   1.335   0.442   1.722
   1.398   0.530   0.307   0.550
  -0.398  -0.272   0.254  -0.558
   0.991   0.878   0.165   1.108
  -0.594   0.224   0.231   0.189
  -0.797   0.156   0.110   0.064
   0.399   0.345   0.266   0.423
   1.188   0.854   0.423   0.962
  -1.788   0.398   0.042   0.503
   1.195   0.450   0.137   0.514
  -0.397   0.087   0.166   0.036
  -1.514   0.225   0.172   0.289
   0.604   0.305   0.234   0.418
   1.198   0.615   0.003   0.869
  -2.004  -0.296  -0.123  -0.395
  -0.202  -0.398  -0.073  -0.510
   2.405   0.568   0.251   0.682
  -0.795  -0.402   0.014  -0.585
  -0.601   0.094  -0.041   0.241
  -1.824  -0.983  -0.309  -1.275
  -1.650  -0.196  -0.011  -0.350
   1.445   0.642   0.368   0.884
   1.020  -0.110  -0.039  -0.232
  -1.843   0.652   0.327   0.810
   0.000   0.282   0.246   0.290
   0.000  -0.114   0.236  -0.250
   1.028   0.215   0.268   0.283
   1.220  -0.150  -0.051  -0.246
   1.404   0.894   0.418   0.986
  -0.199  -0.033   0.183  -0.084
   0.597   0.608   0.482   0.731
   0.000   0.457   0.377   0.602
  -2.004  -0.783  -0.340  -1.022
  -2.045  -0.793  -0.266  -0.916
  -1.038  -0.094  -0.100  -0.026
  -1.049  -0.272  -0.146  -0.214
   1.258   0.375   0.270   0.473
   0.416   0.387   0.095   0.445
   2.460   0.484   0.324   0.540
   0.404   0.907   0.340   1.057
  -0.202   0.716   0.442   0.757
  -1.219   0.216   0.291   0.192
  -1.235  -0.271  -0.217  -0.343
   1.030  -0.303  -0.161  -0.423
   2.028   0.680   0.412   0.700
   4.323   1.047   0.449   1.137
   1.905   0.378   0.300   0.283
   1.869   1.299   0.391   1.536
   0.554   1.311   0.257   1.612
  -0.369  -0.176  -0.161  -0.282
   2.013   0.607   0.172   0.678
  -0.728  -0.098   0.100  -0.197
  -0.366   0.064  -0.099   0.036
  -1.105  -1.383  -0.801  -1.466
  -3.774   0.138   0.132   0.176
   2.469   1.385   0.696   1.508
   2.593   0.296   0.286   0.316
  -0.734  -0.585  -0.188  -0.768
   0.550   0.815   0.255   1.027
  -1.662  -0.450  -0.048  -0.655
  -2.069  -0.770  -0.060  -0.958
  -2.893  -1.070  -0.226  -1.319
   3.651   0.728   0.387   0.840
  -5.030  -1.515  -0.305  -1.960
   3.317  -0.638  -0.521  -0.533
  -0.771  -0.416  -0.002  -0.458
  -1.756  -0.871  -0.116  -1.102
  -1.188  -1.278  -1.548  -0.996
   1.972   0.224   0.235   0.115
   2.125   0.935   0.640   1.018
   1.140   1.317   0.689   1.517
  -0.759   0.235  -0.020   0.341
  -2.117  -1.279  -0.483  -1.667
  -0.781  -0.730  -0.208  -0.910
   0.298  -0.020  -0.057   0.022
   0.585  -0.042   0.122  -0.022
   1.927  -1.238  -0.551  -1.381
   3.930   2.094   0.071   2.844
   2.715   0.589   0.433   0.528
  -0.897  -0.226   0.072  -0.459
  -0.361   0.133   0.038   0.138
   0.541   0.740   0.133   0.946
   0.180  -0.299  -0.228  -0.468
   1.249   0.192   0.424   0.044
   2.798   1.370   0.257   1.695
   0.172   0.324   0.324   0.226
   1.198   0.075   0.119   0.003
  -4.345  -2.193  -0.869  -2.738
  -0.892  -0.366  -0.512  -0.213
  -3.279  -1.289  -0.722  -1.385
  -1.492  -0.768  -0.192  -0.989
   0.188  -0.720  -0.884  -0.541
   1.675   1.256   0.082   1.644
  -2.807  -2.408  -1.215  -2.999
  -3.476  -2.224  -1.086  -2.370
  -6.283  -4.838  -3.104  -5.298
 -22.681 -18.842 -11.070 -22.900
   2.846   0.488  -8.189   5.196
   1.015   8.314   6.695   8.709
  -8.701  -4.033  -3.559  -4.000
  -0.829  -0.576  -1.740  -0.012
 -13.671  -8.610  -7.949  -8.642
   6.474   1.561  -1.126   2.396
   7.198  -0.205  -2.356   0.039
   6.454   4.508   2.803   4.808
   4.332   3.689   5.431   2.828
   1.239   1.259   1.301   1.561
  -3.001  -1.918  -1.387  -1.947
  -2.571  -0.620  -0.345  -0.745
   4.829   2.025   1.264   2.193
   0.248  -1.049   0.604  -1.612
  -3.015  -2.485  -1.374  -2.934
  -3.109  -1.742  -1.345  -1.730
   1.307   1.025   0.650   1.206
   7.262   2.379   1.455   2.700
  -1.705  -0.757   0.156  -1.166
  -0.246   0.278  -0.116   0.455
  -0.494  -1.459  -1.285  -1.519
   2.445   0.879   0.253   1.028
  -4.193  -1.990  -1.009  -2.265
   1.003   0.523  -0.298   0.809
   1.975   0.382  -0.170   0.408
   1.697   1.333   0.626   1.389
  -2.927  -0.538   0.257  -0.933
  -2.506  -1.090  -0.120  -1.552
  -7.645  -4.016  -3.119  -4.267
   3.500   0.530  -0.192   0.735
   0.791   0.424  -0.303   0.623
  -4.565  -3.042  -1.549  -3.594
   0.547  -1.050  -1.704  -0.575
   4.279   1.630  -0.266   2.138
   7.318   2.244   0.433   2.653
   2.641   1.625   0.986   1.680
  -1.914  -1.612  -0.514  -2.252
   0.242   0.605   0.476   0.746
   4.706   2.604   1.416   2.877
   2.498   0.395   0.684   0.252
   2.655   1.920   1.412   2.152
  -2.987  -1.352   0.374  -2.077
   2.227   2.180   1.603   2.511
   1.313   0.343   0.344   0.153
  -1.313  -0.032  -0.396   0.164
   1.313   1.231   1.094   1.276
   1.511  -0.132   0.885  -0.451
  -3.044  -2.360  -1.869  -2.592
   0.879  -0.366  -0.358  -0.400
   2.805   1.189   0.793   1.328
  -0.855  -0.155   1.081  -0.315
   2.960   3.289   3.054   3.523
  -1.047   1.273   2.111   1.046
   0.420   0.326   0.985   0.101
   1.043   0.741   1.044   0.838
 -10.031  -5.715  -1.906  -7.008
   2.492   0.890  -0.812   1.666
  -2.262  -0.854  -0.760  -0.840
  -0.229   0.205   0.259   0.159
   0.458   0.090   0.437   0.028
   4.028   2.270   1.450   2.478
  -1.994   0.036   0.315  -0.067
  -1.351  -0.648   0.211  -1.021
  -5.118  -2.359  -1.295  -2.720
   0.713   0.160   0.021   0.210
   0.708   1.173   1.078   1.373
   4.599   1.864   0.605   2.274
  -1.586  -0.758  -0.012  -1.036
   0.683  -0.003   0.274  -0.076
   2.020   1.265   0.654   1.556
   0.885   1.192   0.754   1.481
  -1.107  -0.302   0.410  -0.793
  -2.481   0.224   0.050   0.208
  -3.013  -1.077  -0.246  -1.324
  -0.472   0.042   0.027   0.000
   0.000  -0.168   0.274  -0.497
   1.408  -0.664  -0.165  -0.744
   2.985   0.840   0.143   1.047
   3.556   1.703   0.894   1.943
   0.000  -0.071   0.388  -0.277
  -0.218   0.575   0.740   0.654
   2.592   0.763   0.139   0.850
  -1.938  -0.163   0.244  -0.239
   3.419  -0.323   0.284  -0.503
   2.079   1.126   0.473   1.425
   0.820   1.279   0.637   1.528
  -0.204  -0.062   0.186  -0.233
  -1.027   0.032   0.422  -0.223
  -0.829  -0.680   0.516  -1.084
   1.653   0.228   0.175   0.335
   1.020   1.752   1.120   2.021
   0.000  -0.139   0.131  -0.037
   4.753   0.426   0.563   0.097
  -1.168   0.087   0.293  -0.037
  -0.589  -0.089   0.459  -0.217
  -0.790   0.140   0.370   0.030
  -0.398   0.700   0.626   0.764
   2.751   0.112   0.823  -0.137
  -3.953  -1.611  -0.436  -1.959
   0.402   0.196   0.081   0.416
   2.185   0.408   0.271   0.539
   0.587  -0.040   0.134  -0.090
   1.551   0.775   0.431   0.943
  -1.448   0.852   0.559   0.952
  -3.376   0.020   0.325  -0.037
   2.198  -0.740  -0.429  -0.882
  -0.198   0.081   0.277   0.037
  -0.995   0.193   0.323   0.026
  -2.840  -1.752  -0.676  -2.090
  -1.660  -1.450  -0.607  -1.855
   0.209  -0.375  -0.632  -0.174
   1.450   0.740   0.664   0.776
   0.411  -0.613  -0.175  -0.772
  -0.411   0.358   0.761   0.317
   2.037  -0.881  -0.518  -1.088
   0.803   0.670   0.235   0.941
   2.956   2.134   0.783   2.664
  -2.756   0.313   0.367   0.252
   2.172   1.080   0.827   1.222
   0.584   0.319   0.044   0.271
  -1.172   0.475   0.406   0.447
   1.366   0.002   0.028   0.074
  -5.579  -3.719  -1.779  -4.450
   1.827  -0.134  -0.174   0.008
  -0.808  -0.058   0.268  -0.216
  -2.256  -0.252   0.402  -0.499
   2.256  -0.670  -0.490  -0.696
  -1.019  -0.041  -0.003   0.113
   1.424   1.070   0.385   1.441
   1.005   0.723   0.248   0.888
   0.000   0.598   0.495   0.558
   0.200   0.042   0.205  -0.049
  -1.812  -0.361   0.118  -0.452
  -0.612  -0.217   0.378  -0.488
   0.611   0.013  -0.111   0.088
   1.812   0.526   0.265   0.549
  -1.407  -0.719  -0.018  -1.024
  -0.609  -0.503  -0.160  -0.590
  -0.613  -0.336   0.036  -0.507
   0.817  -0.403  -0.551  -0.366
   0.810   0.242   0.101   0.420
  -2.037  -1.539  -1.248  -1.687
   0.820   0.267   0.223   0.213
   2.020   0.930   0.511   1.147
   1.587   0.597   0.083   0.749
  -1.788  -0.884  -0.162  -1.312
  -9.011  -1.478  -1.101  -1.575
  -0.881   0.265  -0.181   0.484
   1.537   0.151   0.322   0.178
  -1.980  -0.702  -0.358  -0.870
  -0.669   0.829   0.173   1.062
   0.224   0.207   0.162   0.099
  -2.945   0.346   0.315   0.342
  -0.692  -0.341  -0.036  -0.476
   4.304   2.642   0.647   3.391
   2.841   1.624   0.759   1.713
  -2.179  -0.343  -0.001  -0.511
  -0.885   0.456   0.501   0.421
   1.105   0.275   0.470   0.225
   1.310  -0.449  -0.228  -0.706
   1.720   1.914   0.807   2.367
  -0.427  -0.112   0.375  -0.487
  -1.510   0.318   0.283   0.391
   1.511   0.088   0.070   0.063
  -5.276   0.865   0.400   1.051
  -3.679   0.093   0.166   0.055
  -0.818  -1.251  -0.252  -1.720
   0.236   0.165   0.057   0.336
   1.405  -0.484   0.015  -0.645
   1.385   0.808   0.316   1.010
  -4.937   1.220   0.468   1.458
   1.910  -0.112   0.146  -0.305
   0.472  -0.186   0.159  -0.379
  -0.945  -1.314  -0.284  -1.739
   1.649   0.936   0.259   1.201
   2.309  -0.335   0.018  -0.489
   1.810   0.845   0.847   0.926
  -1.354  -0.355   0.139  -0.631
   0.905   1.090   0.096   1.472
  -2.972  -1.038  -0.010  -1.384
   2.746  -0.030   0.164  -0.088
  -0.907  -0.457  -0.032  -0.650
  -2.071   0.107  -0.002   0.196
  -1.170  -0.754  -0.124  -1.003
  -0.235   0.303  -0.048   0.547
  -0.473   0.290   0.297   0.348
   0.708   0.461   0.256   0.660
   0.235  -0.386   0.049  -0.568
  -1.418  -0.698  -0.350  -0.757
   0.238   0.432   0.320   0.568
  -3.628  -0.994  -0.313  -1.245
  -2.242  -0.984  -0.274  -1.192
   1.251   0.264  -0.086   0.447
  -1.000   0.157   0.061   0.193
  -2.803  -0.806  -0.301  -1.019
   1.029   0.957   0.157   1.332
   3.271   1.717   0.669   2.230
   1.230   0.199   0.208   0.070
   0.000   0.015  -0.014  -0.055
  -1.726   0.289   0.020   0.337
  -1.504  -0.200   0.175  -0.386
  -0.506  -0.288  -0.067  -0.287
   0.000  -0.295  -0.077  -0.432
   1.261  -1.090  -0.752  -1.301
  -2.282  -1.632  -1.084  -1.737
   1.021   0.232  -0.088   0.324
   0.000  -0.060   0.089  -0.076
  -3.881  -1.236  -0.821  -1.481
  -3.217   0.581   0.114   0.720
  -3.606   0.113  -0.058   0.081
   1.681   0.156   0.225   0.100
   0.000  -0.116   0.221  -0.303
  -1.117  -1.090  -0.700  -1.261
   0.560  -0.022  -0.167   0.043
   2.210   1.245   0.604   1.559
  -1.099  -0.604  -0.324  -0.750
   2.456   0.179   0.261   0.193
   1.869   0.875   0.281   1.015
   1.314   0.108   0.095   0.069
  -2.914  -0.191   0.200  -0.378
  -1.353  -1.060  -0.588  -1.219
   2.953   1.835   0.768   2.345
   0.528   0.374   0.095   0.419
  -0.792   0.119   0.226   0.105
   0.793   0.126   0.280   0.004
   2.854   0.346   0.391   0.360
   0.256  -0.076  -0.073  -0.139
  -1.802   0.262   0.153   0.359
   0.776   0.590   0.315   0.701
  -1.036  -0.327   0.005  -0.439
   2.490   0.680   0.312   0.936
  -1.539  -0.444  -0.100  -0.678
   0.258   0.322   0.005   0.338
   1.026   0.179   0.070   0.159
  -1.025  -0.325  -0.164  -0.364
   1.788   0.216   0.296   0.215
  -0.253  -0.290  -0.401  -0.327
  -0.254  -0.201  -0.096  -0.231
  -0.254   0.295   0.063   0.306
   2.519   1.073   0.415   1.296
  -0.749  -0.028   0.437  -0.249
  -0.251  -0.280  -0.541  -0.195
  -1.010  -0.155  -0.011  -0.280
  -1.020   0.381   0.197   0.457
   1.021   0.195   0.075   0.195
   1.261   1.583   0.376   2.064
   0.251   0.112   0.051   0.061
   0.995  -0.096  -0.218  -0.111
  -2.506  -1.174  -0.389  -1.431
   0.000   0.312  -0.002   0.452
